id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL135_L_1981_06_039_01_2_PF_02","1981-06-21","France;Assemblée Nationale;Ve République;Élections législatives","Élections législatives de 1981, Jura - 39, circonscription n°01 : profession de foi de René Feït au tour 2","législatives","2","EL135","39","Jura","39 - Jura","1","https://ia801809.us.archive.org/30/items/EL135_L_1981_06_039_01_2_PF_02/EL135_L_1981_06_039_01_2_PF_02_000.jpg;https://ia801809.us.archive.org/30/items/EL135_L_1981_06_039_01_2_PF_02/EL135_L_1981_06_039_01_2_PF_02_001.jpg","https://ia801809.us.archive.org/30/items/EL135_L_1981_06_039_01_2_PF_02/EL135_L_1981_06_039_01_2_PF_02.pdf","https://ia801809.us.archive.org/30/items/EL135_L_1981_06_039_01_2_PF_02/EL135_L_1981_06_039_01_2_PF_02_djvu.txt","Feït","René","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non","Guichard","Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_039_02_2_PF_01","1981-06-21","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1981, Jura - 39, circonscription n°02 : profession de foi de Jean-Pierre Santa Cruz au tour 2","législatives","2","EL135","39","Jura","39 - Jura","2","https://ia903403.us.archive.org/3/items/EL135_L_1981_06_039_02_2_PF_01/EL135_L_1981_06_039_02_2_PF_01_000.jpg;https://ia903403.us.archive.org/3/items/EL135_L_1981_06_039_02_2_PF_01/EL135_L_1981_06_039_02_2_PF_01_001.jpg","https://ia903403.us.archive.org/3/items/EL135_L_1981_06_039_02_2_PF_01/EL135_L_1981_06_039_02_2_PF_01.pdf","https://ia903403.us.archive.org/3/items/EL135_L_1981_06_039_02_2_PF_01/EL135_L_1981_06_039_02_2_PF_01_djvu.txt","Santa Cruz","Jean-Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non","Nee","Gérard","homme","non mentionné","non mentionné","non mentionné","administrateur Sénat","non mentionné","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non"
"EL135_L_1981_06_039_02_2_PF_02","1981-06-21","France;Ve République;Assemblée Nationale;Élections législatives","Élections législatives de 1981, Jura - 39, circonscription n°02 : profession de foi de Gilbert Barbier au tour 2","législatives","2","EL135","39","Jura","39 - Jura","2","https://ia803409.us.archive.org/23/items/EL135_L_1981_06_039_02_2_PF_02/EL135_L_1981_06_039_02_2_PF_02_000.jpg;https://ia803409.us.archive.org/23/items/EL135_L_1981_06_039_02_2_PF_02/EL135_L_1981_06_039_02_2_PF_02_001.jpg","https://ia803409.us.archive.org/23/items/EL135_L_1981_06_039_02_2_PF_02/EL135_L_1981_06_039_02_2_PF_02.pdf","https://ia803409.us.archive.org/23/items/EL135_L_1981_06_039_02_2_PF_02/EL135_L_1981_06_039_02_2_PF_02_djvu.txt","Barbier","Gilbert","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non","Jeunet","Henri","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller général","non mentionné","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_040_02_2_PF_01","1981-06-21","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1981, Landes - 40, circonscription n°02 : profession de foi de Alain Sallefranque au tour 2","législatives","2","EL135","40","Landes","40 - Landes","2","https://ia803401.us.archive.org/17/items/EL135_L_1981_06_040_02_2_PF_01/EL135_L_1981_06_040_02_2_PF_01_000.jpg;https://ia803401.us.archive.org/17/items/EL135_L_1981_06_040_02_2_PF_01/EL135_L_1981_06_040_02_2_PF_01_001.jpg","https://ia803401.us.archive.org/17/items/EL135_L_1981_06_040_02_2_PF_01/EL135_L_1981_06_040_02_2_PF_01.pdf","https://ia803401.us.archive.org/17/items/EL135_L_1981_06_040_02_2_PF_01/EL135_L_1981_06_040_02_2_PF_01_djvu.txt","Sallefranque","Alain","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour une nouvelle majorité","non","Lasserre","J-Claude","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_040_02_2_PF_02","1981-06-21","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1981, Landes - 40, circonscription n°02 : profession de foi de Jean-Pierre Pénicaut au tour 2","législatives","2","EL135","40","Landes","40 - Landes","2","https://ia803401.us.archive.org/8/items/EL135_L_1981_06_040_02_2_PF_02/EL135_L_1981_06_040_02_2_PF_02_000.jpg;https://ia803401.us.archive.org/8/items/EL135_L_1981_06_040_02_2_PF_02/EL135_L_1981_06_040_02_2_PF_02_001.jpg","https://ia803401.us.archive.org/8/items/EL135_L_1981_06_040_02_2_PF_02/EL135_L_1981_06_040_02_2_PF_02.pdf","https://ia803401.us.archive.org/8/items/EL135_L_1981_06_040_02_2_PF_02/EL135_L_1981_06_040_02_2_PF_02_djvu.txt","Pénicaut","Jean-Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","député sortant","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non","Siberchicot","Alain","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non"
"EL135_L_1981_06_041_01_2_PF_01","1981-06-21","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1981, Loir-et-Cher - 41, circonscription n°01 : profession de foi de Jacques Blot au tour 2","législatives","2","EL135","41","Loir-et-Cher","41 - Loir-et-Cher","1","https://ia801801.us.archive.org/20/items/EL135_L_1981_06_041_01_2_PF_01/EL135_L_1981_06_041_01_2_PF_01_000.jpg;https://ia801801.us.archive.org/20/items/EL135_L_1981_06_041_01_2_PF_01/EL135_L_1981_06_041_01_2_PF_01_001.jpg","https://ia801801.us.archive.org/20/items/EL135_L_1981_06_041_01_2_PF_01/EL135_L_1981_06_041_01_2_PF_01.pdf","https://ia801801.us.archive.org/20/items/EL135_L_1981_06_041_01_2_PF_01/EL135_L_1981_06_041_01_2_PF_01_djvu.txt","Blot","Jacques","homme","42","42","entre 40 et 49 ans","conseiller Affaires étrangères","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour une nouvelle majorité","oui","Brisset","Philippe","homme","39","39","entre 30 et 39 ans","exploitant agricole","maire","non mentionné","syndicat","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_041_01_2_PF_02","1981-06-21","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1981, Loir-et-Cher - 41, circonscription n°01 : profession de foi de François Mortelette au tour 2","législatives","2","EL135","41","Loir-et-Cher","41 - Loir-et-Cher","1","https://ia903407.us.archive.org/25/items/EL135_L_1981_06_041_01_2_PF_02/EL135_L_1981_06_041_01_2_PF_02_000.jpg;https://ia903407.us.archive.org/25/items/EL135_L_1981_06_041_01_2_PF_02/EL135_L_1981_06_041_01_2_PF_02_001.jpg","https://ia903407.us.archive.org/25/items/EL135_L_1981_06_041_01_2_PF_02/EL135_L_1981_06_041_01_2_PF_02.pdf","https://ia903407.us.archive.org/25/items/EL135_L_1981_06_041_01_2_PF_02/EL135_L_1981_06_041_01_2_PF_02_djvu.txt","Mortelette","François","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non","Follet","Pierre","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non"
"EL135_L_1981_06_041_02_2_PF_01","1981-06-21","Élections législatives;France;Ve République;Assemblée Nationale","Élections législatives de 1981, Loir-et-Cher - 41, circonscription n°02 : profession de foi de Roger Corrèze au tour 2","législatives","2","EL135","41","Loir-et-Cher","41 - Loir-et-Cher","2","https://ia601803.us.archive.org/25/items/EL135_L_1981_06_041_02_2_PF_01/EL135_L_1981_06_041_02_2_PF_01_000.jpg;https://ia601803.us.archive.org/25/items/EL135_L_1981_06_041_02_2_PF_01/EL135_L_1981_06_041_02_2_PF_01_001.jpg","https://ia601803.us.archive.org/25/items/EL135_L_1981_06_041_02_2_PF_01/EL135_L_1981_06_041_02_2_PF_01.pdf","https://ia601803.us.archive.org/25/items/EL135_L_1981_06_041_02_2_PF_01/EL135_L_1981_06_041_02_2_PF_01_djvu.txt","Corrèze","Roger","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller général;maire","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour une nouvelle majorité","non","Girard","Michel","homme","non mentionné","non mentionné","non mentionné","directeur commercial","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Rassemblement pour la République","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_041_02_2_PF_02","1981-06-21","Ve République;Élections législatives;Assemblée Nationale;France","Élections législatives de 1981, Loir-et-Cher - 41, circonscription n°02 : profession de foi de Jeanny Lorgeoux au tour 2","législatives","2","EL135","41","Loir-et-Cher","41 - Loir-et-Cher","2","https://ia801802.us.archive.org/11/items/EL135_L_1981_06_041_02_2_PF_02/EL135_L_1981_06_041_02_2_PF_02_000.jpg;https://ia801802.us.archive.org/11/items/EL135_L_1981_06_041_02_2_PF_02/EL135_L_1981_06_041_02_2_PF_02_001.jpg","https://ia801802.us.archive.org/11/items/EL135_L_1981_06_041_02_2_PF_02/EL135_L_1981_06_041_02_2_PF_02.pdf","https://ia801802.us.archive.org/11/items/EL135_L_1981_06_041_02_2_PF_02/EL135_L_1981_06_041_02_2_PF_02_djvu.txt","Lorgeoux","Jeanny","homme","non mentionné","non mentionné","non mentionné","éditeur","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste;Mouvement des radicaux de gauche","Majorité de la France","non","Berthier","Jean-Claude","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire-adjoint","non mentionné","non mentionné","non mentionné","Parti socialiste;Mouvement des radicaux de gauche","Majorité de la France","non"
"EL135_L_1981_06_041_03_2_PF_01","1981-06-21","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1981, Loir-et-Cher - 41, circonscription n°03 : profession de foi de Jean Desanlis au tour 2","législatives","2","EL135","41","Loir-et-Cher","41 - Loir-et-Cher","3","https://ia903403.us.archive.org/7/items/EL135_L_1981_06_041_03_2_PF_01/EL135_L_1981_06_041_03_2_PF_01_000.jpg;https://ia903403.us.archive.org/7/items/EL135_L_1981_06_041_03_2_PF_01/EL135_L_1981_06_041_03_2_PF_01_001.jpg","https://ia903403.us.archive.org/7/items/EL135_L_1981_06_041_03_2_PF_01/EL135_L_1981_06_041_03_2_PF_01.pdf","https://ia903403.us.archive.org/7/items/EL135_L_1981_06_041_03_2_PF_01/EL135_L_1981_06_041_03_2_PF_01_djvu.txt","Desanlis","Jean","homme","non mentionné","non mentionné","non mentionné","docteur-vétérinaire","adjoint au maire;conseiller général","député sortant","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non","Peltier","Bernard","homme","non mentionné","non mentionné","non mentionné","agriculteur","maire","non mentionné","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_041_03_2_PF_02","1981-06-21","Ve République;France;Assemblée Nationale;Élections législatives","Élections législatives de 1981, Loir-et-Cher - 41, circonscription n°03 : profession de foi de Robert Girond au tour 2","législatives","2","EL135","41","Loir-et-Cher","41 - Loir-et-Cher","3","https://ia803404.us.archive.org/15/items/EL135_L_1981_06_041_03_2_PF_02/EL135_L_1981_06_041_03_2_PF_02_000.jpg;https://ia803404.us.archive.org/15/items/EL135_L_1981_06_041_03_2_PF_02/EL135_L_1981_06_041_03_2_PF_02_001.jpg","https://ia803404.us.archive.org/15/items/EL135_L_1981_06_041_03_2_PF_02/EL135_L_1981_06_041_03_2_PF_02.pdf","https://ia803404.us.archive.org/15/items/EL135_L_1981_06_041_03_2_PF_02/EL135_L_1981_06_041_03_2_PF_02_djvu.txt","Girond","Robert","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non","Langlais","Gilbert","homme","non mentionné","non mentionné","non mentionné","cultivateur","non mentionné","non mentionné","local","non mentionné","Parti socialiste","Majorité de la France","non"
"EL135_L_1981_06_042_01_2_PF_01","1981-06-21","Ve République;Élections législatives;France;Assemblée Nationale","Élections législatives de 1981, Loire - 42, circonscription n°01 : profession de foi de Paul Chomat au tour 2","législatives","2","EL135","42","Loire","42 - Loire","1","https://ia903404.us.archive.org/31/items/EL135_L_1981_06_042_01_2_PF_01/EL135_L_1981_06_042_01_2_PF_01_000.jpg;https://ia903404.us.archive.org/31/items/EL135_L_1981_06_042_01_2_PF_01/EL135_L_1981_06_042_01_2_PF_01_001.jpg","https://ia903404.us.archive.org/31/items/EL135_L_1981_06_042_01_2_PF_01/EL135_L_1981_06_042_01_2_PF_01.pdf","https://ia903404.us.archive.org/31/items/EL135_L_1981_06_042_01_2_PF_01/EL135_L_1981_06_042_01_2_PF_01_djvu.txt","Chomat","Paul","homme","43","43","entre 40 et 49 ans","instituteur","adjoint au maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste unifié;Parti socialiste;Mouvement des radicaux de gauche;Confédération générale du travail;Confédération française démocratique du travail;Fédération de l'Education nationale","non mentionné","non","Sanguedocle","Joseph","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","Parti socialiste unifié;Parti socialiste;Mouvement des radicaux de gauche;Confédération générale du travail;Confédération française démocratique du travail;Fédération de l'Education nationale","non mentionné","non"
"EL135_L_1981_06_042_01_2_PF_02","1981-06-21","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1981, Loire - 42, circonscription n°01 : profession de foi de Michel Durafour au tour 2","législatives","2","EL135","42","Loire","42 - Loire","1","https://ia801803.us.archive.org/14/items/EL135_L_1981_06_042_01_2_PF_02/EL135_L_1981_06_042_01_2_PF_02_000.jpg;https://ia801803.us.archive.org/14/items/EL135_L_1981_06_042_01_2_PF_02/EL135_L_1981_06_042_01_2_PF_02_001.jpg","https://ia801803.us.archive.org/14/items/EL135_L_1981_06_042_01_2_PF_02/EL135_L_1981_06_042_01_2_PF_02.pdf","https://ia801803.us.archive.org/14/items/EL135_L_1981_06_042_01_2_PF_02/EL135_L_1981_06_042_01_2_PF_02_djvu.txt","Durafour","Michel","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","député sortant","non mentionné","non mentionné","Parti radical-socialiste;Mouvement des démocrates sociaux;Parti républicain;Centre national des indépendants;Centre des démocrates sociaux;Union pour la démocratie française","Union pour une nouvelle majorité","non","Bouchut","François","homme","non mentionné","non mentionné","non mentionné","journaliste","non mentionné","non mentionné","non mentionné","non mentionné","Parti radical-socialiste;Mouvement des démocrates sociaux;Parti républicain;Centre national des indépendants;Centre des démocrates sociaux;Union pour la démocratie française","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_042_02_2_PF_01","1981-06-21","Ve République;Élections législatives;Assemblée Nationale;France","Élections législatives de 1981, Loire - 42, circonscription n°02 : profession de foi de Bruno Vennin au tour 2","législatives","2","EL135","42","Loire","42 - Loire","2","https://ia803401.us.archive.org/15/items/EL135_L_1981_06_042_02_2_PF_01/EL135_L_1981_06_042_02_2_PF_01_000.jpg;https://ia803401.us.archive.org/15/items/EL135_L_1981_06_042_02_2_PF_01/EL135_L_1981_06_042_02_2_PF_01_001.jpg","https://ia803401.us.archive.org/15/items/EL135_L_1981_06_042_02_2_PF_01/EL135_L_1981_06_042_02_2_PF_01.pdf","https://ia803401.us.archive.org/15/items/EL135_L_1981_06_042_02_2_PF_01/EL135_L_1981_06_042_02_2_PF_01_djvu.txt","Vennin","Bruno","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Socialiste","Majorité de la France","non","Both","Elisabeth","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Socialiste","Majorité de la France","non"
"EL135_L_1981_06_042_02_2_PF_02","1981-06-21","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1981, Loire - 42, circonscription n°02 : profession de foi de Lucien Neuwirth au tour 2","législatives","2","EL135","42","Loire","42 - Loire","2","https://ia601801.us.archive.org/28/items/EL135_L_1981_06_042_02_2_PF_02/EL135_L_1981_06_042_02_2_PF_02_000.jpg;https://ia601801.us.archive.org/28/items/EL135_L_1981_06_042_02_2_PF_02/EL135_L_1981_06_042_02_2_PF_02_001.jpg","https://ia601801.us.archive.org/28/items/EL135_L_1981_06_042_02_2_PF_02/EL135_L_1981_06_042_02_2_PF_02.pdf","https://ia601801.us.archive.org/28/items/EL135_L_1981_06_042_02_2_PF_02/EL135_L_1981_06_042_02_2_PF_02_djvu.txt","Neuwirth","Lucien","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","député sortant","non mentionné","non mentionné","Rassemblement pour la République","Union pour une nouvelle majorité","non","Serodon","Marie-Thérèse","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour la démocratie française;Parti républicain","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_042_03_2_PF_01","1981-06-21","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1981, Loire - 42, circonscription n°03 : profession de foi de Jacques Badet au tour 2","législatives","2","EL135","42","Loire","42 - Loire","3","https://ia801802.us.archive.org/35/items/EL135_L_1981_06_042_03_2_PF_01/EL135_L_1981_06_042_03_2_PF_01_000.jpg;https://ia801802.us.archive.org/35/items/EL135_L_1981_06_042_03_2_PF_01/EL135_L_1981_06_042_03_2_PF_01_001.jpg","https://ia801802.us.archive.org/35/items/EL135_L_1981_06_042_03_2_PF_01/EL135_L_1981_06_042_03_2_PF_01.pdf","https://ia801802.us.archive.org/35/items/EL135_L_1981_06_042_03_2_PF_01/EL135_L_1981_06_042_03_2_PF_01_djvu.txt","Badet","Jacques","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non","Chaboissier","Claude","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire","non mentionné","non mentionné","non mentionné","Parti socialiste","Majorité de la France","non"
"EL135_L_1981_06_042_03_2_PF_02","1981-06-21","France;Ve République;Élections législatives;Assemblée Nationale","Élections législatives de 1981, Loire - 42, circonscription n°03 : profession de foi de Guy Le Coq au tour 2","législatives","2","EL135","42","Loire","42 - Loire","3","https://ia801804.us.archive.org/16/items/EL135_L_1981_06_042_03_2_PF_02/EL135_L_1981_06_042_03_2_PF_02_000.jpg;https://ia801804.us.archive.org/16/items/EL135_L_1981_06_042_03_2_PF_02/EL135_L_1981_06_042_03_2_PF_02_001.jpg","https://ia801804.us.archive.org/16/items/EL135_L_1981_06_042_03_2_PF_02/EL135_L_1981_06_042_03_2_PF_02.pdf","https://ia801804.us.archive.org/16/items/EL135_L_1981_06_042_03_2_PF_02/EL135_L_1981_06_042_03_2_PF_02_djvu.txt","Le Coq","Guy","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non","Chazalon","André","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","député sortant","non mentionné","non mentionné","non mentionné","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_042_04_2_PF_01","1981-06-21","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1981, Loire - 42, circonscription n°04 : profession de foi de Théo Vial-Massat au tour 2","législatives","2","EL135","42","Loire","42 - Loire","4","https://ia801801.us.archive.org/3/items/EL135_L_1981_06_042_04_2_PF_01/EL135_L_1981_06_042_04_2_PF_01_000.jpg;https://ia801801.us.archive.org/3/items/EL135_L_1981_06_042_04_2_PF_01/EL135_L_1981_06_042_04_2_PF_01_001.jpg","https://ia801801.us.archive.org/3/items/EL135_L_1981_06_042_04_2_PF_01/EL135_L_1981_06_042_04_2_PF_01.pdf","https://ia801801.us.archive.org/3/items/EL135_L_1981_06_042_04_2_PF_01/EL135_L_1981_06_042_04_2_PF_01_djvu.txt","Vial-Massat","Théo","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","député sortant","non mentionné","non mentionné","Parti socialiste;Parti socialiste unifié;Parti communiste français;Mouvement des radicaux de gauche","Majorité de la gauche","oui","Montagnon","Fernand","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Parti socialiste;Parti socialiste unifié;Parti communiste français;Mouvement des radicaux de gauche","Majorité de la gauche","non"
"EL135_L_1981_06_042_04_2_PF_02","1981-06-21","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1981, Loire - 42, circonscription n°04 : profession de foi de Jean-Pierre Perrier au tour 2","législatives","2","EL135","42","Loire","42 - Loire","4","https://ia801802.us.archive.org/4/items/EL135_L_1981_06_042_04_2_PF_02/EL135_L_1981_06_042_04_2_PF_02_000.jpg;https://ia801802.us.archive.org/4/items/EL135_L_1981_06_042_04_2_PF_02/EL135_L_1981_06_042_04_2_PF_02_001.jpg","https://ia801802.us.archive.org/4/items/EL135_L_1981_06_042_04_2_PF_02/EL135_L_1981_06_042_04_2_PF_02.pdf","https://ia801802.us.archive.org/4/items/EL135_L_1981_06_042_04_2_PF_02/EL135_L_1981_06_042_04_2_PF_02_djvu.txt","Perrier","Jean-Pierre","homme","39","39","entre 30 et 39 ans","salarié","non mentionné","non mentionné","non mentionné","non mentionné","centriste de progrès et de justice sociale;Centre des démocrates sociaux","Union pour une nouvelle majorité","non","Cucumel","Roger","homme","36","36","entre 30 et 39 ans","responsable budgétaire salarié","non mentionné","non mentionné","non mentionné","non mentionné","Parti républicain","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_044_01_2_PF_01","1981-06-21","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1981, Loire-Atlantique - 44, circonscription n°01 : profession de foi de Dominique Pervenche au tour 2","législatives","2","EL135","44","Loire-Atlantique","44 - Loire-Atlantique","1","https://ia801807.us.archive.org/28/items/EL135_L_1981_06_044_01_2_PF_01/EL135_L_1981_06_044_01_2_PF_01_000.jpg;https://ia801807.us.archive.org/28/items/EL135_L_1981_06_044_01_2_PF_01/EL135_L_1981_06_044_01_2_PF_01_001.jpg;https://ia801807.us.archive.org/28/items/EL135_L_1981_06_044_01_2_PF_01/EL135_L_1981_06_044_01_2_PF_01_002.jpg;https://ia801807.us.archive.org/28/items/EL135_L_1981_06_044_01_2_PF_01/EL135_L_1981_06_044_01_2_PF_01_003.jpg","https://ia801807.us.archive.org/28/items/EL135_L_1981_06_044_01_2_PF_01/EL135_L_1981_06_044_01_2_PF_01.pdf","https://ia801807.us.archive.org/28/items/EL135_L_1981_06_044_01_2_PF_01/EL135_L_1981_06_044_01_2_PF_01_djvu.txt","Pervenche","Dominique","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller régional","député sortant","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour une nouvelle majorité","non","Jozan","André","homme","non mentionné","non mentionné","non mentionné","dirigeant moyenne entreprise","non mentionné","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour une nouvelle majorité","non"
"EL135_L_1981_06_044_01_2_PF_02","1981-06-21","Élections législatives;Assemblée Nationale;France;Ve République","Élections législatives de 1981, Loire-Atlantique - 44, circonscription n°01 : profession de foi de Jean Natiez au tour 2","législatives","2","EL135","44","Loire-Atlantique","44 - Loire-Atlantique","1","https://ia801705.us.archive.org/6/items/EL135_L_1981_06_044_01_2_PF_02/EL135_L_1981_06_044_01_2_PF_02_000.jpg;https://ia801705.us.archive.org/6/items/EL135_L_1981_06_044_01_2_PF_02/EL135_L_1981_06_044_01_2_PF_02_001.jpg","https://ia801705.us.archive.org/6/items/EL135_L_1981_06_044_01_2_PF_02/EL135_L_1981_06_044_01_2_PF_02.pdf","https://ia801705.us.archive.org/6/items/EL135_L_1981_06_044_01_2_PF_02/EL135_L_1981_06_044_01_2_PF_02_djvu.txt","Natiez","Jean","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Socialistes","Majorité de la France","non","Gendrault","Eva","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Socialistes","Majorité de la France","non"
"EL135_L_1981_06_044_02_2_PF_01","1981-06-21","Ve République;France;Assemblée Nationale;Élections législatives","Élections législatives de 1981, Loire-Atlantique - 44, circonscription n°02 : profession de foi de Alain Chénard au tour 2","législatives","2","EL135","44","Loire-Atlantique","44 - Loire-Atlantique","2","https://ia903404.us.archive.org/20/items/EL135_L_1981_06_044_02_2_PF_01/EL135_L_1981_06_044_02_2_PF_01_000.jpg;https://ia903404.us.archive.org/20/items/EL135_L_1981_06_044_02_2_PF_01/EL135_L_1981_06_044_02_2_PF_01_001.jpg","https://ia903404.us.archive.org/20/items/EL135_L_1981_06_044_02_2_PF_01/EL135_L_1981_06_044_02_2_PF_01.pdf","https://ia903404.us.archive.org/20/items/EL135_L_1981_06_044_02_2_PF_01/EL135_L_1981_06_044_02_2_PF_01_djvu.txt","Chénard","Alain","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Socialiste","Majorité de la France","non","Ayrault","Jean-Marcel","homme","non mentionné","non mentionné","non mentionné","non mentionné","maire;conseiller général","non mentionné","non mentionné","non mentionné","Socialiste","Majorité de la France","non"
